ime,dirkalisce,drzava,datum,prvenstvo,zmagovalec 
Monza Formula Nissan V6,,ITA,22/06/2003,Dallara Nissan V6 World Series,Stephane Sarrazin
Norisring DTM,,DEU,22/06/2003,Deutsche Tourenwagen Meisterschaft,Christijan Albers
Watkins Glen Grand-Am,Sahlen&#039;s Sportscar Grand Prix of the Glen,USA,22/06/2003,David Donohue,Scott Goodyear
Canadian Grand Prix,Grand Prix Air Canada,CAN,15/06/2003,F1 World Championship,Michael Schumacher
Monterey Grand Prix,Grand Prix of Monterey,USA,15/06/2003,Bridgestone Champ Car World Series,Patrick Carpentier
Pikes Peak Indycars,Honda Indy 225,USA,15/06/2003,IRL IndyCar Series,Scott Dixon
Michigan NASCAR,Sirius Satellite Radio 400,USA,15/06/2003,Winston Cup,Kurt Busch
Catalan MotoGP,Gran Premi Marlboro de Catalunya,ESP,15/06/2003,World Motorcycle Championship,Loris Capirossi
Le Mans 24 Hours,24 heures du Mans,FRA,14/06/2003,Tom Kristensen,Guy Smith
Pikes Peak Indy Lights,Pikes Peak 100,USA,14/06/2003,IRL Infiniti Pro-Series,Aaron Fike
Pau Grand Prix,Grand Prix de Pau,FRA,09/06/2003,F3 Euroseries,Ryan Briscoe
Pau Grand Prix,Grand Prix de Pau,FRA,09/06/2003,F3 Euroseries,Fabio Carbone
Pocono NASCAR,Pocono 500,USA,08/06/2003,Winston Cup,Tony Stewart
Lausitz DTM,,DEU,08/06/2003,Deutsche Tourenwagen Meisterschaft,Bernd Schneider
Fontana Grand-Am,Grand American 400,USA,08/06/2003,Mike Borkowski,David Donohue
Italian MotoGP,Gran Premio d&#039;Italia Cinzano,ITA,08/06/2003,World Motorcycle Championship,Valentino Rossi
Texas Indycars,Bombardier 500,USA,07/06/2003,IRL IndyCar Series,Al Unser jr
Monaco Grand Prix,Grand Prix de Monaco,MCO,01/06/2003,F1 World Championship,Juan Pablo Montoya
Dover Downs NASCAR,MBNA Armed Forces Family 400,USA,01/06/2003,Winston Cup,Ryan Newman
Milwaukee Champ Cars,Milwaukee Mile 250,USA,31/05/2003,Bridgestone Champ Car World Series,Michel Jourdain jr
Monaco F3000,Grand Prix de Monte Carlo F3000,MCO,31/05/2003,FIA International F3000 Championship,Nicolas Kiesa
Monaco Formula Renault V6,,MCO,31/05/2003,Formula Renault V6 Eurocup,Jaime Melo jr
Indianapolis 500,Indianapolis 500,USA,25/05/2003,IRL IndyCar Series,Gil de Ferran
Brno FIA GT,,CZE,25/05/2003,Thomas Biagi,Matteo Bobbi
World 600,Coca-Cola 600,USA,25/05/2003,Winston Cup,Jimmie Johnson
Nurburgring DTM,,DEU,25/05/2003,Deutsche Tourenwagen Meisterschaft,Christijan Albers
French MotoGP,Polini Grand Prix de France,FRA,25/05/2003,World Motorcycle Championship,Sete Gibernau
Enna Euro F3000,,ITA,25/05/2003,Euro F3000 Series,Augusto Farfus jr
Austrian Grand Prix,Grosser A1 Preis von Osterreich,AUT,18/05/2003,F1 World Championship,Michael Schumacher
Magny-Cours Formula Nissan V6,,FRA,18/05/2003,Dallara Nissan V6 World Series,Franck Montagny
Magny-Cours Formula Nissan V6,,FRA,18/05/2003,Dallara Nissan V6 World Series,Franck Montagny
Spielberg F3000,Spielberg F3000,AUT,17/05/2003,FIA International F3000 Championship,Ricardo Sperafico
Indianapolis Indy Lights,Freedom 100,USA,17/05/2003,IRL Infiniti Pro-Series,Ed Carpenter
Barber Grand-Am,Barber 250 at the Park,USA,17/05/2003,Forest Barber,Terry Borcheller
Lausitz Champ Cars,German 500,DEU,11/05/2003,Bridgestone Champ Car World Series,Sebastien Bourdais
Enna FIA GT,,ITA,11/05/2003,Thomas Biagi,Matteo Bobbi
Adria European F3,,ITA,11/05/2003,F3 Euroseries,Timo Glock
Adria European F3,,ITA,11/05/2003,F3 Euroseries,Ryan Briscoe
Adria DTM,,ITA,11/05/2003,Deutsche Tourenwagen Meisterschaft,Christijan Albers
Spanish MotoGP,Gran Premio Marlboro de Espana,ESP,11/05/2003,World Motorcycle Championship,Valentino Rossi
Magny-Cours Euro F3000,,FRA,11/05/2003,Euro F3000 Series,Gianmaria Bruni
Lausitz SRWC,,DEU,10/05/2003,John Bosch,Jan Lammers
Brands Hatch Champ Cars,London Champ Car Trophy,GBR,05/05/2003,Bridgestone Champ Car World Series,Sebastien Bourdais
Spanish Grand Prix,Gran Premio Marlboro de Espana,ESP,04/05/2003,F1 World Championship,Michael Schumacher
Eifelrennen,Eifelrennen,DEU,04/05/2003,Euro F3000 Series,Gianmaria Bruni
Barcelona F3000,Barcelona F3000,ESP,03/05/2003,FIA International F3000 Championship,Giorgio Pantano
Richmond NASCAR,Pontiac Excitement 400,USA,03/05/2003,Winston Cup,Joe Nemechek
Phoenix Grand-Am,AJ&#039;s Fine Foods 250,USA,03/05/2003,JC France,Hurley Haywood
Magny-Cours FIA GT,,FRA,27/04/2003,Thomas Biagi,Matteo Bobbi
Fontana NASCAR,Auto Club 500,USA,27/04/2003,Winston Cup,Kurt Busch
Hockenheim European F3,,DEU,27/04/2003,F3 Euroseries,Ryan Briscoe
Hockenheim European F3,,DEU,27/04/2003,F3 Euroseries,Ryan Briscoe
Zolder Formula Nissan V6,,BEL,27/04/2003,Dallara Nissan V6 World Series,Marc Gene
Zolder Formula Nissan V6,,BEL,27/04/2003,Dallara Nissan V6 World Series,Franck Montagny
Magny-Cours Formula Renault V6,,FRA,27/04/2003,Formula Renault V6 Eurocup,Jaime Melo jr
Hockenheim DTM,,DEU,27/04/2003,Deutsche Tourenwagen Meisterschaft,Bernd Schneider
South African MotoGP,Arnette Africa&#039;s Grand Prix,ZAF,27/04/2003,World Motorcycle Championship,Sete Gibernau
Magny-Cours Formula Renault V6,,FRA,26/04/2003,Formula Renault V6 Eurocup,Jaime Melo jr
San Marino Grand Prix,Gran Premio Foster&#039;s di San Marino,ITA,20/04/2003,F1 World Championship,Michael Schumacher
Imola F3000,Imola F3000,ITA,19/04/2003,FIA International F3000 Championship,Bjorn Wirdheim
Long Beach Grand Prix,Toyota Grand Prix of Long Beach,USA,13/04/2003,Bridgestone Champ Car World Series,Paul Tracy
Motegi Indycars,Indy Japan 300,JPN,13/04/2003,IRL IndyCar Series,Scott Sharp
Estoril SRWC,,PRT,13/04/2003,Jean-Christophe Boullion,Stephane Sarrazin
Martinsville NASCAR,Virginia 500,USA,13/04/2003,Winston Cup,Jeff Gordon
Brazilian Grand Prix,Grande Premio do Brasil,BRA,06/04/2003,F1 World Championship,Giancarlo Fisichella
Barcelona FIA GT,,ESP,06/04/2003,Thomas Biagi,Matteo Bobbi
Talladega NASCAR,Aaron&#039;s 499,USA,06/04/2003,Winston Cup,Dale Earnhardt jr
Barcelona Formula Renault V6,,ESP,06/04/2003,Formula Renault V6 Eurocup,Neel Jani
Japanese MotoGP,Skyy Vodka Grand Prix of Japan,JPN,06/04/2003,World Motorcycle Championship,Valentino Rossi
Barcelona Formula Renault V6,,ESP,05/04/2003,Formula Renault V6 Eurocup,Neel Jani
Texas NASCAR,Samsung/RadioShack 500,USA,30/03/2003,Winston Cup,Ryan Newman
Jarama Formula Nissan V6,,ESP,30/03/2003,Dallara Nissan V6 World Series,Franck Montagny
Jarama Formula Nissan V6,,ESP,30/03/2003,Dallara Nissan V6 World Series,Franck Montagny
Malaysian Grand Prix,Petronas Malaysian Grand Prix,MYS,23/03/2003,F1 World Championship,Kimi Raikkonen
Monterrey Champ Cars,Tecate/Telmex Grand Prix of Monterrey,MEX,23/03/2003,Bridgestone Champ Car World Series,Paul Tracy
Phoenix Indycars,Purex Dial Indy 200,USA,23/03/2003,IRL IndyCar Series,Tony Kanaan
Bristol NASCAR,Food City 500,USA,23/03/2003,Winston Cup,Kurt Busch
Phoenix Indy Lights,Phoenix 100,USA,22/03/2003,IRL Infiniti Pro-Series,Mark Taylor
Darlington NASCAR,Carolina Dodge Dealers 400,USA,16/03/2003,Winston Cup,Ricky Craven
Sebring 12 Hours,Mobil 1 12 Hours of Sebring,USA,15/03/2003,Philipp Peter,Marco Werner
Australian Grand Prix,Foster&#039;s Australian Grand Prix,AUS,09/03/2003,F1 World Championship,David Coulthard
Atlanta NASCAR,Bass Pro Shops MBNA 500,USA,09/03/2003,Winston Cup,Bobby Labonte
Miami Indycars,Toyota Indy 300,USA,02/03/2003,IRL IndyCar Series,Scott Dixon
Las Vegas NASCAR,UAW-DaimlerChrysler 400,USA,02/03/2003,Winston Cup,Matt Kenseth
Miami Indy Lights,Western Union 100,USA,02/03/2003,IRL Infiniti Pro-Series,Mark Taylor
Homestead Grand-Am,Nextel Grand Prix of Miami,USA,01/03/2003,JC France,Hurley Haywood
St Petersburg Champ Cars,Grand Prix of St Petersburg,USA,23/02/2003,Bridgestone Champ Car World Series,Paul Tracy
North Carolina NASCAR,Subway 400,USA,23/02/2003,Winston Cup,Dale Jarrett
Daytona 500,Daytona 500,USA,16/02/2003,Winston Cup,Michael Waltrip
Daytona 24 Hours,Rolex Daytona 24 Hours,USA,01/02/2003,Kevin Buckler,Michael Schrom
Interlagos Formula Nissan V6,,BRA,08/12/2002,Telefonica Super Nissan V6 World Series,Franck Montagny
Interlagos Formula Nissan V6,,BRA,08/12/2002,Telefonica Super Nissan V6 World Series,Justin Wilson
Curitiba Formula Nissan V6,,BRA,01/12/2002,Telefonica Super Nissan V6 World Series,Ricardo Zonta
Curitiba Formula Nissan V6,,BRA,01/12/2002,Telefonica Super Nissan V6 World Series,Ricardo Zonta
Korea F3,Korea Super Prix,KOR,24/11/2002,Non-championship,Olivier Pla
Mexico City Champ Cars,Gran Premio Telmex/Gigante de Mexico,MEX,17/11/2002,FedEx Championship Series,Kenny Brack
Macau Grand Prix,Grande Premio de Macau,MAC,17/11/2002,Non-championship,Tristan Gommendy
Homestead NASCAR,Ford 400,USA,17/11/2002,Winston Cup,Kurt Busch
Phoenix NASCAR,Checker Auto Parts 500,USA,10/11/2002,Winston Cup,Matt Kenseth
Daytona Grand-Am,Grand-Am Finale,USA,10/11/2002,James Weaver,Chris Dyson
Cagliari Grand Prix,Gran Premio di Cagliari,ITA,10/11/2002,Euro F3000 Championship,Jaroslav Janis
Fontana Champ Cars,The 500,USA,03/11/2002,FedEx Championship Series,Jimmy Vasser
North Carolina NASCAR,Pop Secret Microwave Popcorn 400,USA,03/11/2002,Winston Cup,Johnny Benson jr
Valencia MotoGP,Gran Premio Marlboro de la Comunitat Valenciana,ESP,03/11/2002,World Motorcycle Championship,Alex Barros
Surfers Paradise Champ Cars,Honda Indy 300,AUS,27/10/2002,FedEx Championship Series,Mario Dominguez
Atlanta NASCAR,NAPA 500,USA,27/10/2002,Winston Cup,Kurt Busch
Estoril FIA GT,,PRT,20/10/2002,Jean-Denis Deletraz,Andrea Piccini
Martinsville NASCAR,Old Dominion 500,USA,20/10/2002,Winston Cup,Kurt Busch
Valencia Formula Nissan V6,,ESP,20/10/2002,Telefonica Super Nissan V6 World Series,Ricardo Zonta
Valencia Formula Nissan V6,,ESP,20/10/2002,Telefonica Super Nissan V6 World Series,Justin Wilson
Australian MotoGP,Skyy Vodka Australian Grand Prix,AUS,20/10/2002,World Motorcycle Championship,Valentino Rossi
Japanese Grand Prix,Fuji Television Japanese Grand Prix,JPN,13/10/2002,F1 World Championship,Michael Schumacher
Charlotte NASCAR,UAW-GM Quality 500,USA,13/10/2002,Winston Cup,Jamie McMurray
Malaysian MotoGP,Gauloises Malaysian Motorcycle Grand Prix,MYS,13/10/2002,World Motorcycle Championship,Max Biaggi
Jerez Euro F3000,,ESP,13/10/2002,Euro F3000 Championship,Jaime Melo jr
Petit Le Mans,Petit Le Mans,USA,12/10/2002,Rinaldo Capello,Tom Kristensen
Americas Grand Prix,Grand Prix Americas,USA,06/10/2002,FedEx Championship Series,Cristiano da Matta
Donington FIA GT,,GBR,06/10/2002,Mike Hezemans,Anthony Kumpen
Talladega NASCAR,EA Sports Thunder 500,USA,06/10/2002,Winston Cup,Dale Earnhardt jr
Pacific MotoGP,Gauloises Pacific Grand Prix of Motegi,JPN,06/10/2002,World Motorcycle Championship,Alex Barros
Hockenheim DTM,,DEU,06/10/2002,Deutsche Tourenwagen Meisterschaft,Bernd Schneider
Miami ALMS,Grand Prix Americas,USA,05/10/2002,Frank Biela,Emanuele Pirro
United States Grand Prix,SAP United States Grand Prix,USA,29/09/2002,F1 World Championship,Rubens Barrichello
Kansas NASCAR,Protection One 400,USA,29/09/2002,Winston Cup,Jeff Gordon
Barcelona Formula Nissan V6,,ESP,29/09/2002,Telefonica Super Nissan V6 World Series,Ricardo Zonta
Barcelona Formula Nissan V6,,ESP,29/09/2002,Telefonica Super Nissan V6 World Series,Ricardo Zonta
Zandvoort DTM,,NLD,29/09/2002,Deutsche Tourenwagen Meisterschaft,Mattias Ekstrom
Spa SRWC,,BEL,22/09/2002,Jean-Christophe Boullion,Sebastien Bourdais
Enna FIA GT,,ITA,22/09/2002,Jamie Campbell-Walter,Nicolaus Springer
Dover Downs NASCAR,MBNA All-American Heroes 400,USA,22/09/2002,Winston Cup,Jimmie Johnson
Laguna Seca ALMS,Monterey Sportscar Championships,USA,22/09/2002,Frank Biela,Emanuele Pirro
Dijon Euro F3000,,FRA,22/09/2002,Euro F3000 Championship,Jaime Melo jr
Brazilian MotoGP,Cinzano Rio Grand Prix,BRA,21/09/2002,World Motorcycle Championship,Valentino Rossi
Italian Grand Prix,Gran Premio Vodafone d&#039;Italia,ITA,15/09/2002,F1 World Championship,Rubens Barrichello
Texas Indycars,Chevy 500,USA,15/09/2002,Indy Racing League,Sam Hornish jr
New Hampshire NASCAR,New Hampshire 300,USA,15/09/2002,Winston Cup,Ryan Newman
St Jovite Grand-Am,6 heures du Circuit Mont Tremblant,CAN,15/09/2002,Fredy Lienhard,Fredy Lienhard jr
Monza F3000,Monza F3000,ITA,14/09/2002,FIA International F3000 Championship,Bjorn Wirdheim
Rockingham Champ Cars,Sure For Men Rockingham 500,GBR,14/09/2002,FedEx Championship Series,Dario Franchitti
Texas Indy Lights,BG Products 100,USA,14/09/2002,IRL Infiniti Pro-Series,AJ Foyt IV
Chicagoland Indycars,Delphi Indy 300,USA,08/09/2002,Indy Racing League,Sam Hornish jr
Chicagoland Indy Lights,Chicagoland 100,USA,08/09/2002,IRL Infiniti Pro-Series,Aaron Fike
Portuguese MotoGP,Grande Premio Marlboro de Portugal,PRT,08/09/2002,World Motorcycle Championship,Valentino Rossi
Spielberg DTM,,AUT,08/09/2002,Deutsche Tourenwagen Meisterschaft,Marcel Fassler
Brno Euro F3000,,CZE,08/09/2002,Euro F3000 Championship,Jaime Melo jr
Richmond NASCAR,Chevrolet Monte Carlo 400,USA,07/09/2002,Winston Cup,Matt Kenseth
Belgian Grand Prix,Grand Prix Foster&#039;s de Belgique,BEL,01/09/2002,F1 World Championship,Michael Schumacher
Denver Champ Cars,Shell Grand Prix of Denver,USA,01/09/2002,FedEx Championship Series,Bruno Junqueira
Darlington NASCAR,Mountain Dew Southern 500,USA,01/09/2002,Winston Cup,Jeff Gordon
Virginia Grand-Am,VIR 500,USA,01/09/2002,Andy Wallace,Chris Dyson
Spa F3000,Spa-Francorchamps F3000,BEL,31/08/2002,FIA International F3000 Championship,Giorgio Pantano
Magny-Cours Formula Nissan V6,,FRA,31/08/2002,Telefonica Super Nissan V6 World Series,Ricardo Zonta
Magny-Cours Formula Nissan V6,,FRA,31/08/2002,Telefonica Super Nissan V6 World Series,Franck Montagny
Montreal Champ Cars,Molson Indy Montreal,CAN,25/08/2002,FedEx Championship Series,Dario Franchitti
St Louis Indycars,Gateway Indy 250,USA,25/08/2002,Indy Racing League,Gil de Ferran
St Louis Indy Lights,Gateway 100,USA,25/08/2002,IRL Infiniti Pro-Series,Ryan Hampton
Czech MotoGP,Gauloises Grand Prix Ceske Republiky,CZE,25/08/2002,World Motorcycle Championship,Max Biaggi
Bristol NASCAR,Sharpie 500,USA,24/08/2002,Winston Cup,Jeff Gordon
Hungarian Grand Prix,Marlboro Magyar Nagydij,HUN,18/08/2002,F1 World Championship,Rubens Barrichello
Road America Champ Cars,Motorola 220,USA,18/08/2002,FedEx Championship Series,Cristiano da Matta
Dijon SRWC,,FRA,18/08/2002,Val Hillebrand,Jan Lammers
Michigan NASCAR,Pepsi 400,USA,18/08/2002,Winston Cup,Dale Jarrett
Mosport Park ALMS,Grand Prix of Mosport,CAN,18/08/2002,Rinaldo Capello,Tom Kristensen
Hungaroring F3000,Hungaroring F3000,HUN,17/08/2002,FIA International F3000 Championship,Enrico Toccacelo
Mid-Ohio Champ Cars,CART Grand Prix of Mid-Ohio,USA,11/08/2002,FedEx Championship Series,Patrick Carpentier
Kentucky Indycars,Belterra Casino Indy 300,USA,11/08/2002,Indy Racing League,Felipe Giaffone
Watkins Glen NASCAR,Sirius Satellite Radio at The Glen,USA,11/08/2002,Winston Cup,Tony Stewart
Kentucky Indy Lights,Kentucky 100,USA,11/08/2002,IRL Infiniti Pro-Series,AJ Foyt IV
F3 Masters,Marlboro Masters of F3,NLD,11/08/2002,Non-championship,Fabio Carbone
Donington Euro F3000,,GBR,11/08/2002,Euro F3000 Championship,Jaroslav Janis
Watkins Glen Grand-Am,Watkins Glen 250,USA,09/08/2002,Butch Leitzinger,Rob Dyson
Spa 24 Hours,Proximus 24 heures de Spa-Francorchamps,BEL,04/08/2002,David Terrien,Vincent Vosse
Brickyard NASCAR,Brickyard 400,USA,04/08/2002,Winston Cup,Bill Elliott
Nurburgring DTM,,DEU,04/08/2002,Deutsche Tourenwagen Meisterschaft,Uwe Alzen
Trois Rivieres Grand Prix,Grand Prix de Trois Rivieres,CAN,03/08/2002,Rinaldo Capello,Tom Kristensen
German Grand Prix,Grosser Mobil 1 Preis von Deutschland,DEU,28/07/2002,F1 World Championship,Michael Schumacher
Vancouver Champ Cars,Molson Indy Vancouver,CAN,28/07/2002,FedEx Championship Series,Dario Franchitti
Michigan Indycars,Michigan Indy 400,USA,28/07/2002,Indy Racing League,Tomas Scheckter
Pocono NASCAR,Pennsylvania 500,USA,28/07/2002,Winston Cup,Bill Elliott
Michigan Indy Lights,Michigan 100,USA,28/07/2002,IRL Infiniti Pro-Series,AJ Foyt IV
Spa Euro F3000,,BEL,28/07/2002,Euro F3000 Championship,Romain Dumas
Hockenheim F3000,Hockenheim F3000,DEU,27/07/2002,FIA International F3000 Championship,Giorgio Pantano
French Grand Prix,Mobil 1 Grand Prix de France,FRA,21/07/2002,F1 World Championship,Michael Schumacher
New Hampshire NASCAR,New England 300,USA,21/07/2002,Winston Cup,Ward Burton
Washington ALMS,Grand Prix of Washington,USA,21/07/2002,Jan Magnussen,David Brabham
German MotoGP,Cinzano MotorRad Grosser Preis von Deutschland,DEU,21/07/2002,World Motorcycle Championship,Valentino Rossi
Magny-Cours F3000,Magny-Cours F3000,FRA,20/07/2002,FIA International F3000 Championship,Tomas Enge
Nashville Indycars,Firestone Indy 200,USA,20/07/2002,Indy Racing League,Alex Barron
Nashville Indy Lights,Nashville 100,USA,20/07/2002,IRL Infiniti Pro-Series,Cory Witherill
Cleveland Champ Cars,Marconi Grand Prix of Cleveland,USA,14/07/2002,FedEx Championship Series,Patrick Carpentier
Oschersleben FIA GT,,DEU,14/07/2002,Jean-Denis Deletraz,Andrea Piccini
Chicagoland NASCAR,Tropicana 400,USA,14/07/2002,Winston Cup,Kevin Harvick
British MotoGP,Cinzano British Grand Prix,GBR,14/07/2002,World Motorcycle Championship,Valentino Rossi
Lausitz DTM,,DEU,14/07/2002,Deutsche Tourenwagen Meisterschaft,Bernd Schneider
British Grand Prix,Foster&#039;s British Grand Prix,GBR,07/07/2002,F1 World Championship,Michael Schumacher
Toronto Champ Cars,Molson Indy Toronto,CAN,07/07/2002,FedEx Championship Series,Cristiano da Matta
Kansas Indycars,Ameristar Casino Indy 200,USA,07/07/2002,Indy Racing League,Airton Dare
Monza Formula Nissan V6,,ITA,07/07/2002,Telefonica Super Nissan V6 World Series,Bas Leinders
Monza Formula Nissan V6,,ITA,07/07/2002,Telefonica Super Nissan V6 World Series,Franck Montagny
Kansas Indy Lights,Kansas 100,USA,07/07/2002,IRL Infiniti Pro-Series,AJ Foyt IV
Road America ALMS,Road America 500,USA,07/07/2002,Rinaldo Capello,Tom Kristensen
International Trophy,International Trophy,GBR,06/07/2002,FIA International F3000 Championship,Tomas Enge
Daytona NASCAR,Pepsi 400,USA,06/07/2002,Winston Cup,Michael Waltrip
Daytona Grand-Am,Paul Revere 250,USA,04/07/2002,James Weaver,Chris Dyson
Chicago Champ Cars,CART Grand Prix of Chicago,USA,30/06/2002,FedEx Championship Series,Cristiano da Matta
Magny-Cours SRWC,,FRA,30/06/2002,Val Hillebrand,Jan Lammers
Anderstorp FIA GT,,SWE,30/06/2002,Jean-Denis Deletraz,Andrea Piccini
Mid-Ohio ALMS,,USA,30/06/2002,Frank Biela,Emanuele Pirro
Norisring DTM,,DEU,30/06/2002,Deutsche Tourenwagen Meisterschaft,Laurent Aiello
Monza Lottery Grand Prix,Gran Premio della Lotteria di Monza,ITA,30/06/2002,Euro F3000 Championship,Romain Dumas
Richmond Indycars,SunTrust Indy Challenge,USA,29/06/2002,Indy Racing League,Sam Hornish jr
Dutch TT MotoGP,Gauloises Dutch TT,NLD,29/06/2002,World Motorcycle Championship,Valentino Rossi
European Grand Prix,Grosser Allianz Preis von Europa,DEU,23/06/2002,F1 World Championship,Rubens Barrichello
Sears Point NASCAR,Dodge/Save Mart 350,USA,23/06/2002,Winston Cup,Ricky Rudd
Albacete Formula Nissan V6,,ESP,23/06/2002,Telefonica Super Nissan V6 World Series,Jean-Christophe Ravier
Albacete Formula Nissan V6,,ESP,23/06/2002,Telefonica Super Nissan V6 World Series,Bas Leinders
Watkins Glen Grand-Am,6 Hours of the Glen,USA,23/06/2002,James Weaver,Chris Dyson
Nurburgring F3000,Nurburgring F3000,DEU,22/06/2002,FIA International F3000 Championship,Sebastien Bourdais
Portland Champ Cars,GI Joe&#039;s 200,USA,16/06/2002,FedEx Championship Series,Cristiano da Matta
Pikes Peak Indycars,Radisson Indy 225,USA,16/06/2002,Indy Racing League,Gil de Ferran
Michigan NASCAR,Sirius Satellite Radio 400,USA,16/06/2002,Winston Cup,Matt Kenseth
Catalan MotoGP,Gran Premi Marlboro de Catalunya,ESP,16/06/2002,World Motorcycle Championship,Valentino Rossi
Le Mans 24 Hours,24 heures du Mans,FRA,15/06/2002,Tom Kristensen,Emanuele Pirro
Canadian Grand Prix,Grand Prix Air Canada,CAN,09/06/2002,F1 World Championship,Michael Schumacher
Monterey Grand Prix,Bridgestone Grand Prix of Monterey,USA,09/06/2002,FedEx Championship Series,Cristiano da Matta
Pocono NASCAR,Pocono 500,USA,09/06/2002,Winston Cup,Dale Jarrett
Jarama Formula Nissan V6,,ESP,09/06/2002,Telefonica Super Nissan V6 World Series,Ricardo Zonta
Jarama Formula Nissan V6,,ESP,09/06/2002,Telefonica Super Nissan V6 World Series,Ricardo Zonta
Texas Indycars,Boomtown 500,USA,08/06/2002,Indy Racing League,Jeff Ward
Milwaukee Champ Cars,Miller Lite 250,USA,02/06/2002,FedEx Championship Series,Paul Tracy
Jarama FIA GT,,ESP,02/06/2002,Jean-Denis Deletraz,Andrea Piccini
Dover Downs NASCAR,MBNA Platinum 400,USA,02/06/2002,Winston Cup,Jimmie Johnson
Italian MotoGP,Gran Premio d&#039;Italia Cinzano,ITA,02/06/2002,World Motorcycle Championship,Valentino Rossi
Sachsenring DTM,,DEU,02/06/2002,Deutsche Tourenwagen Meisterschaft,Laurent Aiello
Monaco Grand Prix,Grand Prix de Monaco,MCO,26/05/2002,F1 World Championship,David Coulthard
Indianapolis 500,Indianapolis 500,USA,26/05/2002,Indy Racing League,Helio Castroneves
World 600,Coca-Cola Racing Family 600,USA,26/05/2002,Winston Cup,Mark Martin
Monaco F3000,Grand Prix de Monte Carlo F3000,MCO,25/05/2002,FIA International F3000 Championship,Sebastien Bourdais
Pau Grand Prix,Grand Prix de Pau/F3 Coupe d&#039;Europe,FRA,20/05/2002,European F3 Cup,Renaud Derlot
Brno FIA GT,,CZE,19/05/2002,Jamie Campbell-Walter,Nicolaus Springer
Sears Point ALMS,Grand Prix of Sonoma,USA,19/05/2002,Jan Magnussen,David Brabham
French MotoGP,Polini Grand Prix de France,FRA,19/05/2002,World Motorcycle Championship,Valentino Rossi
Donington DTM,,GBR,19/05/2002,Deutsche Tourenwagen Meisterschaft,Jean Alesi
Enna Euro F3000,,ITA,19/05/2002,Euro F3000 Championship,Alessandro Piccolo
Brno SRWC,,CZE,18/05/2002,Val Hillebrand,Jan Lammers
Austrian Grand Prix,Grosser A1 Preis von Osterreich,AUT,12/05/2002,F1 World Championship,Michael Schumacher
Valencia Formula Nissan V6,,ESP,12/05/2002,Telefonica Super Nissan V6 World Series,Ricardo Zonta
Valencia Formula Nissan V6,,ESP,12/05/2002,Telefonica Super Nissan V6 World Series,Franck Montagny
Spielberg F3000,Spielberg F3000,AUT,11/05/2002,FIA International F3000 Championship,Tomas Enge
British Empire Trophy,British Empire Trophy,GBR,05/05/2002,Fabio Babini,Marc Duez
Richmond NASCAR,Pontiac Excitement 400,USA,05/05/2002,Winston Cup,Tony Stewart
Spanish MotoGP,Gran Premio Marlboro de Espana,ESP,05/05/2002,World Motorcycle Championship,Valentino Rossi
Zolder DTM,,BEL,05/05/2002,Deutsche Tourenwagen Meisterschaft,Laurent Aiello
Spanish Grand Prix,Gran Premio Marlboro de Espana,ESP,28/04/2002,F1 World Championship,Michael Schumacher
Fontana NASCAR,NAPA Auto Parts 500,USA,28/04/2002,Winston Cup,Jimmie Johnson
Barcelona F3000,Barcelona F3000,ESP,27/04/2002,FIA International F3000 Championship,Giorgio Pantano
Motegi Champ Cars,Bridgestone Potenza 500,JPN,27/04/2002,FedEx Championship Series,Bruno Junqueira
Magny-Cours FIA GT,,FRA,21/04/2002,Jamie Campbell-Walter,Nicolaus Springer
Nazareth Indycars,Firestone Indy 225,USA,21/04/2002,Indy Racing League,Scott Sharp
Talladega NASCAR,Aaron&#039;s 499,USA,21/04/2002,Winston Cup,Dale Earnhardt jr
South African MotoGP,Africa&#039;s Grand Prix,ZAF,21/04/2002,World Motorcycle Championship,Tohru Ukawa
Hockenheim DTM,,DEU,21/04/2002,Deutsche Tourenwagen Meisterschaft,Laurent Aiello
Rome Grand Prix,Gran Premio di Roma,ITA,21/04/2002,Euro F3000 Championship,Romain Dumas
Phoenix Grand-Am,,USA,20/04/2002,James Weaver,Chris Dyson
San Marino Grand Prix,Gran Premio di San Marino,ITA,14/04/2002,F1 World Championship,Michael Schumacher
Long Beach Grand Prix,Toyota Grand Prix of Long Beach,USA,14/04/2002,FedEx Championship Series,Michael Andretti
Estoril SRWC,,PRT,14/04/2002,Olivier Beretta,Nicolas Minassian
Martinsville NASCAR,Virginia 500,USA,14/04/2002,Winston Cup,Bobby Labonte
Imola F3000,Imola F3000,ITA,13/04/2002,FIA International F3000 Championship,Sebastien Bourdais
Texas NASCAR,Samsung/RadioShack 500,USA,08/04/2002,Winston Cup,Matt Kenseth
Barcelona SRWC,,ESP,07/04/2002,Jean-Christophe Boullion,Sebastien Bourdais
Japanese MotoGP,Skyy Vodka Grand Prix of Japan,JPN,07/04/2002,World Motorcycle Championship,Valentino Rossi
Brazilian Grand Prix,Grande Premio do Brasil,BRA,31/03/2002,F1 World Championship,Michael Schumacher
Interlagos F3000,Interlagos F3000,BRA,30/03/2002,FIA International F3000 Championship,Rodrigo Sperafico
Fontana Indycars,Yamaha Indy 400,USA,24/03/2002,Indy Racing League,Sam Hornish jr
Bristol NASCAR,Food City 500,USA,24/03/2002,Winston Cup,Kurt Busch
Fontana Grand-Am,Grand American 400,USA,23/03/2002,Didier Theys,Fredy Lienhard jr
